id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,retirement_status,age_group,Debt_to_Income_Ratio,id.y,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,PIN_Change_Due
1519,41,72,1978,3,Female,98086 Essex Drive,45.6,-108.68,19625,40012,59472,849,4,Not Retired,31-45,1.4863540937718684,2452,Visa,Debit,4009658209741631,12/2023,357,NO,2,19037,2003-04-01T00:00:00Z,2011,Yes
1519,41,72,1978,3,Female,98086 Essex Drive,45.6,-108.68,19625,40012,59472,849,4,Not Retired,31-45,1.4863540937718684,4210,Mastercard,Debit,5195329982261769,01/2020,148,YES,1,16028,2007-08-01T00:00:00Z,2011,Yes
1519,41,72,1978,3,Female,98086 Essex Drive,45.6,-108.68,19625,40012,59472,849,4,Not Retired,31-45,1.4863540937718684,2476,Discover,Credit,6106487579112176,08/2010,762,YES,1,14200,2005-04-01T00:00:00Z,2011,Yes
1098,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,16901,34456,54634,752,4,Not Retired,46-60,1.5856164383561644,4626,Visa,Debit,4587822219584718,07/2023,49,YES,1,12640,2006-09-01T00:00:00Z,2009,Yes
1098,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,16901,34456,54634,752,4,Not Retired,46-60,1.5856164383561644,2253,Mastercard,Debit,5547459880579017,02/2020,116,YES,2,16868,2010-03-01T00:00:00Z,2010,Yes
1098,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,16901,34456,54634,752,4,Not Retired,46-60,1.5856164383561644,1320,Mastercard,Debit,5740589965857604,11/2022,40,YES,1,11121,2013-02-01T00:00:00Z,2013,Yes
1098,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,16901,34456,54634,752,4,Not Retired,46-60,1.5856164383561644,5179,Visa,Credit,4374571351357853,10/2020,674,YES,1,10000,2009-10-01T00:00:00Z,2010,Yes
554,59,67,1960,8,Male,6310 Sixth Street,29.66,-95.04,26170,53357,114266,690,5,Not Retired,46-60,2.1415371928706635,2424,Visa,Debit (Prepaid),4356014925676102,07/2020,139,YES,2,56,2001-04-01T00:00:00Z,2011,Yes
554,59,67,1960,8,Male,6310 Sixth Street,29.66,-95.04,26170,53357,114266,690,5,Not Retired,46-60,2.1415371928706635,2308,Visa,Debit,4439649579256628,01/2021,327,YES,2,27376,2012-03-01T00:00:00Z,2012,Yes
554,59,67,1960,8,Male,6310 Sixth Street,29.66,-95.04,26170,53357,114266,690,5,Not Retired,46-60,2.1415371928706635,6070,Mastercard,Debit,5140694561445565,07/2019,960,YES,2,32676,2012-12-01T00:00:00Z,2012,Yes
554,59,67,1960,8,Male,6310 Sixth Street,29.66,-95.04,26170,53357,114266,690,5,Not Retired,46-60,2.1415371928706635,3912,Visa,Debit,4096589319918041,04/2021,856,NO,1,25658,2009-07-01T00:00:00Z,2009,Yes
554,59,67,1960,8,Male,6310 Sixth Street,29.66,-95.04,26170,53357,114266,690,5,Not Retired,46-60,2.1415371928706635,4275,Visa,Credit,4796299187967541,05/2018,852,NO,2,22800,2008-08-01T00:00:00Z,2011,Yes
596,28,65,1991,11,Male,914 George Street,40.64,-73.94,16985,34629,34484,721,3,Not Retired,18-30,0.995812758092928,1659,Mastercard,Credit,5610919224995166,06/2023,951,YES,2,10700,2020-02-01T00:00:00Z,2020,No
596,28,65,1991,11,Male,914 George Street,40.64,-73.94,16985,34629,34484,721,3,Not Retired,18-30,0.995812758092928,2753,Visa,Credit,4733769586168380,02/2021,556,YES,2,5100,2015-04-01T00:00:00Z,2015,Yes
596,28,65,1991,11,Male,914 George Street,40.64,-73.94,16985,34629,34484,721,3,Not Retired,18-30,0.995812758092928,1925,Visa,Credit,4520440445748141,01/2022,108,NO,1,7200,2020-02-01T00:00:00Z,2020,No
170,34,71,1985,9,Male,79948 Sixth Avenue,35.01,-97.37,18137,36983,58895,768,4,Not Retired,31-45,1.5924884406348865,5985,Visa,Debit,4098737153492414,03/2020,894,YES,1,16740,2009-12-01T00:00:00Z,2011,Yes
170,34,71,1985,9,Male,79948 Sixth Avenue,35.01,-97.37,18137,36983,58895,768,4,Not Retired,31-45,1.5924884406348865,866,Visa,Debit,4711760668874166,02/2020,378,YES,1,13841,2020-01-01T00:00:00Z,2020,No
170,34,71,1985,9,Male,79948 Sixth Avenue,35.01,-97.37,18137,36983,58895,768,4,Not Retired,31-45,1.5924884406348865,4841,Visa,Debit,4969924078004898,12/2022,881,YES,1,15638,2012-09-01T00:00:00Z,2012,Yes
170,34,71,1985,9,Male,79948 Sixth Avenue,35.01,-97.37,18137,36983,58895,768,4,Not Retired,31-45,1.5924884406348865,3340,Amex,Credit,332511890564170,05/2022,728,YES,1,11400,2007-06-01T00:00:00Z,2007,Yes
794,49,67,1970,11,Female,803 Plum Avenue,33.94,-118.2,14528,29621,0,730,3,Not Retired,46-60,0,1344,Mastercard,Debit,5511781840326939,09/2022,876,YES,1,12501,2014-02-01T00:00:00Z,2014,Yes
794,49,67,1970,11,Female,803 Plum Avenue,33.94,-118.2,14528,29621,0,730,3,Not Retired,46-60,0,4432,Mastercard,Debit (Prepaid),5872869557387766,01/2023,582,YES,1,71,2014-08-01T00:00:00Z,2014,Yes
794,49,67,1970,11,Female,803 Plum Avenue,33.94,-118.2,14528,29621,0,730,3,Not Retired,46-60,0,3430,Mastercard,Debit,5794165239075456,01/2011,465,YES,2,11164,2009-06-01T00:00:00Z,2010,Yes
1697,64,67,1955,6,Male,317 Wessex Boulevard,42.06,-83.97,20108,41002,97188,685,6,Not Retired,60+,2.3703233988585923,4306,Visa,Debit,4048907303086785,09/2021,463,YES,2,8365,2009-08-01T00:00:00Z,2009,Yes
1697,64,67,1955,6,Male,317 Wessex Boulevard,42.06,-83.97,20108,41002,97188,685,6,Not Retired,60+,2.3703233988585923,3023,Visa,Debit,4110479205142550,12/2021,951,YES,2,17104,2009-05-01T00:00:00Z,2010,Yes
1697,64,67,1955,6,Male,317 Wessex Boulevard,42.06,-83.97,20108,41002,97188,685,6,Not Retired,60+,2.3703233988585923,1101,Amex,Credit,338367003904163,12/2013,279,YES,1,2100,2007-02-01T00:00:00Z,2009,Yes
1697,64,67,1955,6,Male,317 Wessex Boulevard,42.06,-83.97,20108,41002,97188,685,6,Not Retired,60+,2.3703233988585923,73,Mastercard,Debit,5683833994969618,04/2006,884,YES,1,13634,2005-01-01T00:00:00Z,2011,Yes
1697,64,67,1955,6,Male,317 Wessex Boulevard,42.06,-83.97,20108,41002,97188,685,6,Not Retired,60+,2.3703233988585923,2746,Mastercard,Debit (Prepaid),5803099724523617,09/2020,930,YES,1,63,2015-04-01T00:00:00Z,2015,Yes
1697,64,67,1955,6,Male,317 Wessex Boulevard,42.06,-83.97,20108,41002,97188,685,6,Not Retired,60+,2.3703233988585923,3295,Mastercard,Debit,5868327296481310,01/2023,32,YES,2,18721,2005-06-01T00:00:00Z,2009,Yes
573,52,69,1967,7,Male,7970 Little Creek Drive,33.79,-82.47,14717,30011,84166,589,1,Not Retired,46-60,2.8045050148278965,3268,Amex,Credit,350866149120216,09/2023,265,YES,2,3400,2004-06-01T00:00:00Z,2008,Yes
1715,32,72,1987,3,Female,4460 11th Avenue,42.27,-89.06,24589,50137,90747,679,1,Not Retired,31-45,1.8099806530107505,1660,Mastercard,Debit,5729617930802602,11/2021,320,NO,1,6824,2020-02-01T00:00:00Z,2020,No
1607,21,66,1998,4,Male,724 Valley Stream Street,32.91,-96.62,27057,55166,70698,689,1,Not Retired,18-30,1.2815502302142625,1926,Visa,Credit,4620214760209909,10/2022,406,YES,1,20700,2020-02-01T00:00:00Z,2020,No
1026,84,70,1935,5,Male,2116 Second Drive,36.52,-119.39,13194,17016,691,714,4,Retired,60+,0.0406088387400094,2891,Visa,Credit,4683287791246500,05/2018,517,NO,1,6200,2005-05-01T00:00:00Z,2013,Yes
1026,84,70,1935,5,Male,2116 Second Drive,36.52,-119.39,13194,17016,691,714,4,Retired,60+,0.0406088387400094,983,Visa,Debit (Prepaid),4766664432411893,04/2021,545,YES,2,31,2000-02-01T00:00:00Z,2014,Yes
1026,84,70,1935,5,Male,2116 Second Drive,36.52,-119.39,13194,17016,691,714,4,Retired,60+,0.0406088387400094,5398,Visa,Credit,4274713434654848,08/2021,743,YES,1,1000,2003-11-01T00:00:00Z,2009,Yes
1026,84,70,1935,5,Male,2116 Second Drive,36.52,-119.39,13194,17016,691,714,4,Retired,60+,0.0406088387400094,2870,Visa,Debit (Prepaid),4226159572103725,10/2023,756,YES,2,77,2004-05-01T00:00:00Z,2007,Yes
1892,22,62,1997,7,Male,449 Washington Street,35.01,-97.33,15966,32557,60053,637,2,Not Retired,18-30,1.8445495592345733,622,Mastercard,Debit (Prepaid),5119564246293765,06/2023,883,YES,2,31,2020-01-01T00:00:00Z,2020,No
1892,22,62,1997,7,Male,449 Washington Street,35.01,-97.33,15966,32557,60053,637,2,Not Retired,18-30,1.8445495592345733,867,Visa,Debit,4913448302190851,06/2020,688,YES,1,318,2020-01-01T00:00:00Z,2020,No
402,47,72,1972,6,Male,77931 Lincoln Avenue,33.83,-83.89,21556,43954,60913,744,3,Not Retired,46-60,1.385835191336397,1927,Visa,Debit,4946571800021795,04/2023,686,NO,1,20709,2020-02-01T00:00:00Z,2020,No
402,47,72,1972,6,Male,77931 Lincoln Avenue,33.83,-83.89,21556,43954,60913,744,3,Not Retired,46-60,1.385835191336397,2536,Mastercard,Debit,5332075103527991,10/2022,561,YES,2,20230,2007-04-01T00:00:00Z,2010,Yes
402,47,72,1972,6,Male,77931 Lincoln Avenue,33.83,-83.89,21556,43954,60913,744,3,Not Retired,46-60,1.385835191336397,2698,Mastercard,Debit,5299237121049630,10/2023,876,YES,2,14749,2012-04-01T00:00:00Z,2012,Yes
1628,56,59,1964,2,Male,438 Seventh Avenue,39.77,-86.14,31114,63439,199706,786,2,Not Retired,46-60,3.148000441368874,970,Mastercard,Debit,5855071426646203,09/2022,238,YES,3,9171,1999-02-01T00:00:00Z,2005,Yes
1628,56,59,1964,2,Male,438 Seventh Avenue,39.77,-86.14,31114,63439,199706,786,2,Not Retired,46-60,3.148000441368874,6082,Amex,Credit,325450874784558,05/2018,496,YES,2,17400,2013-12-01T00:00:00Z,2013,Yes
553,73,65,1947,1,Male,471 Ocean Boulevard,37.78,-90.42,17707,34067,17902,628,1,Retired,60+,0.525493879707635,3349,Mastercard,Debit,5821391213524439,10/2023,652,NO,2,14475,2007-06-01T00:00:00Z,2009,Yes
1551,47,70,1972,12,Male,148 Hillside Boulevard,40.15,-89.36,17510,35699,63264,687,5,Not Retired,46-60,1.7721504804056136,1114,Mastercard,Debit,5230397441824610,12/2020,954,YES,2,15967,2007-02-01T00:00:00Z,2009,Yes
1551,47,70,1972,12,Male,148 Hillside Boulevard,40.15,-89.36,17510,35699,63264,687,5,Not Retired,46-60,1.7721504804056136,2389,Visa,Debit,4901552848355257,08/2024,325,YES,1,12250,2019-03-01T00:00:00Z,2019,No
1551,47,70,1972,12,Male,148 Hillside Boulevard,40.15,-89.36,17510,35699,63264,687,5,Not Retired,46-60,1.7721504804056136,5590,Visa,Debit (Prepaid),4841863549456234,04/2024,875,YES,2,63,2009-11-01T00:00:00Z,2009,Yes
1551,47,70,1972,12,Male,148 Hillside Boulevard,40.15,-89.36,17510,35699,63264,687,5,Not Retired,46-60,1.7721504804056136,2537,Mastercard,Debit (Prepaid),5938011695949462,08/2023,234,YES,2,66,2007-04-01T00:00:00Z,2010,Yes
1551,47,70,1972,12,Male,148 Hillside Boulevard,40.15,-89.36,17510,35699,63264,687,5,Not Retired,46-60,1.7721504804056136,2988,Visa,Credit,4719385621754821,09/2022,503,YES,1,8500,2008-05-01T00:00:00Z,2014,Yes
1672,28,70,1991,9,Male,919 Washington Drive,41.45,-81.92,36610,74644,204251,792,3,Not Retired,18-30,2.736335137452441,4001,Mastercard,Debit (Prepaid),5784144789342929,01/2024,653,NO,1,65,2012-07-01T00:00:00Z,2012,Yes
1672,28,70,1991,9,Male,919 Washington Drive,41.45,-81.92,36610,74644,204251,792,3,Not Retired,18-30,2.736335137452441,1451,Discover,Credit,6839227927848570,02/2020,968,YES,2,16100,2020-02-01T00:00:00Z,2020,No
1672,28,70,1991,9,Male,919 Washington Drive,41.45,-81.92,36610,74644,204251,792,3,Not Retired,18-30,2.736335137452441,623,Mastercard,Debit,5837070772426672,12/2020,507,YES,1,3313,2020-01-01T00:00:00Z,2020,No
426,26,65,1993,4,Female,8709 Fifth Street,42.9,-85.82,20773,42348,6204,754,4,Not Retired,18-30,0.14650042504958913,868,Visa,Credit,4945782637783655,01/2020,709,YES,1,10400,2020-01-01T00:00:00Z,2020,No
426,26,65,1993,4,Female,8709 Fifth Street,42.9,-85.82,20773,42348,6204,754,4,Not Retired,18-30,0.14650042504958913,1661,Mastercard,Debit,5848871754957968,06/2021,553,NO,2,2117,2020-02-01T00:00:00Z,2020,No
426,26,65,1993,4,Female,8709 Fifth Street,42.9,-85.82,20773,42348,6204,754,4,Not Retired,18-30,0.14650042504958913,869,Visa,Debit,4808969144268435,02/2020,997,YES,1,11265,2020-01-01T00:00:00Z,2020,No
426,26,65,1993,4,Female,8709 Fifth Street,42.9,-85.82,20773,42348,6204,754,4,Not Retired,18-30,0.14650042504958913,624,Mastercard,Debit,5718188955977060,02/2021,385,YES,3,5618,2020-01-01T00:00:00Z,2020,No
1135,89,69,1931,1,Female,796 West Lane,33.84,-118.35,31496,68010,0,704,7,Retired,60+,0,5184,Amex,Credit,376534551118716,06/2022,382,YES,2,20800,2010-10-01T00:00:00Z,2013,Yes
1135,89,69,1931,1,Female,796 West Lane,33.84,-118.35,31496,68010,0,704,7,Retired,60+,0,1419,Amex,Credit,335380246966517,11/2020,42,YES,3,11700,2020-02-01T00:00:00Z,2020,No
1135,89,69,1931,1,Female,796 West Lane,33.84,-118.35,31496,68010,0,704,7,Retired,60+,0,870,Visa,Debit,4573117764811951,06/2022,178,YES,1,33028,2020-01-01T00:00:00Z,2020,No
1135,89,69,1931,1,Female,796 West Lane,33.84,-118.35,31496,68010,0,704,7,Retired,60+,0,6093,Visa,Debit,4703890283144405,04/2024,233,YES,1,19830,2013-12-01T00:00:00Z,2013,Yes
1135,89,69,1931,1,Female,796 West Lane,33.84,-118.35,31496,68010,0,704,7,Retired,60+,0,4037,Mastercard,Debit,5663749194216135,02/2019,176,YES,1,22482,2015-07-01T00:00:00Z,2015,Yes
1135,89,69,1931,1,Female,796 West Lane,33.84,-118.35,31496,68010,0,704,7,Retired,60+,0,4977,Visa,Credit,4018902833542405,08/2023,755,YES,1,22400,2002-10-01T00:00:00Z,2010,Yes
1135,89,69,1931,1,Female,796 West Lane,33.84,-118.35,31496,68010,0,704,7,Retired,60+,0,3081,Visa,Debit (Prepaid),4850287414377343,10/2024,123,YES,1,62,2010-05-01T00:00:00Z,2012,Yes
1420,87,70,1932,8,Female,673 11th Drive,44.94,-93.1,38514,60652,0,688,4,Retired,60+,0,3809,Mastercard,Debit,5506105334909341,01/2008,72,YES,2,27723,2007-07-01T00:00:00Z,2010,Yes
1420,87,70,1932,8,Female,673 11th Drive,44.94,-93.1,38514,60652,0,688,4,Retired,60+,0,4258,Mastercard,Credit,5542832924202774,03/2023,210,NO,1,31800,2008-08-01T00:00:00Z,2012,Yes
1420,87,70,1932,8,Female,673 11th Drive,44.94,-93.1,38514,60652,0,688,4,Retired,60+,0,1180,Mastercard,Debit,5383684382213654,03/2018,931,YES,1,16028,2009-02-01T00:00:00Z,2009,Yes
1420,87,70,1932,8,Female,673 11th Drive,44.94,-93.1,38514,60652,0,688,4,Retired,60+,0,3676,Mastercard,Debit,5085756475637529,01/2021,35,YES,2,25411,2002-07-01T00:00:00Z,2013,Yes
1589,39,70,1981,1,Female,6301 Hillside Avenue,34.02,-118.15,13485,27494,44258,702,3,Not Retired,31-45,1.6097330326616717,337,Visa,Debit,4939717188461311,10/2023,395,NO,1,11912,2014-01-01T00:00:00Z,2014,Yes
1589,39,70,1981,1,Female,6301 Hillside Avenue,34.02,-118.15,13485,27494,44258,702,3,Not Retired,31-45,1.6097330326616717,4913,Mastercard,Debit,5174537590358880,12/2024,473,YES,2,13064,2017-09-01T00:00:00Z,2017,Yes
1589,39,70,1981,1,Female,6301 Hillside Avenue,34.02,-118.15,13485,27494,44258,702,3,Not Retired,31-45,1.6097330326616717,5306,Mastercard,Debit,5693986376592853,10/2016,390,YES,2,8912,2015-10-01T00:00:00Z,2015,Yes
1002,31,67,1988,4,Male,8446 Catherine Drive,35.43,-118.83,19023,38788,77448,716,1,Not Retired,31-45,1.9967000103124677,1149,Mastercard,Debit,5609582366095384,01/2020,292,YES,2,15962,2008-02-01T00:00:00Z,2013,Yes
1411,57,66,1962,6,Female,3196 Elm Boulevard,41.92,-88.3,33847,69007,52218,720,4,Not Retired,46-60,0.756705841436376,1069,Visa,Credit,4048254149559977,11/2020,440,YES,1,18200,2005-02-01T00:00:00Z,2014,Yes
1411,57,66,1962,6,Female,3196 Elm Boulevard,41.92,-88.3,33847,69007,52218,720,4,Not Retired,46-60,0.756705841436376,3778,Mastercard,Debit,5119838138946124,08/2016,162,YES,2,3450,2006-07-01T00:00:00Z,2014,Yes
1411,57,66,1962,6,Female,3196 Elm Boulevard,41.92,-88.3,33847,69007,52218,720,4,Not Retired,46-60,0.756705841436376,4700,Visa,Debit,4698652103391033,05/2021,88,YES,1,3450,2008-09-01T00:00:00Z,2016,Yes
1654,43,66,1976,4,Male,385 Pine Drive,41.47,-71.3,24194,49328,6197,693,5,Not Retired,31-45,0.1256284463185209,1368,Mastercard,Debit,5041427711902777,01/2022,748,YES,1,36502,2016-02-01T00:00:00Z,2016,Yes
1654,43,66,1976,4,Male,385 Pine Drive,41.47,-71.3,24194,49328,6197,693,5,Not Retired,31-45,0.1256284463185209,2915,Visa,Credit,4757921989009514,10/2023,921,YES,1,14900,2006-05-01T00:00:00Z,2014,Yes
1654,43,66,1976,4,Male,385 Pine Drive,41.47,-71.3,24194,49328,6197,693,5,Not Retired,31-45,0.1256284463185209,5257,Mastercard,Credit,5871669086673415,09/2020,698,YES,1,11800,2012-10-01T00:00:00Z,2012,Yes
1654,43,66,1976,4,Male,385 Pine Drive,41.47,-71.3,24194,49328,6197,693,5,Not Retired,31-45,0.1256284463185209,1200,Amex,Credit,333081160230544,06/2024,480,YES,1,14000,2010-02-01T00:00:00Z,2012,Yes
1654,43,66,1976,4,Male,385 Pine Drive,41.47,-71.3,24194,49328,6197,693,5,Not Retired,31-45,0.1256284463185209,4276,Visa,Credit,4897401691817585,05/2022,951,YES,2,16000,2008-08-01T00:00:00Z,2009,Yes
1330,65,61,1954,12,Female,35187 West Lane,34.4,-119.72,33097,35404,30887,575,3,Retired,60+,0.8724155462659586,2189,Mastercard,Debit,5075163198448769,10/2022,30,YES,2,32557,2008-03-01T00:00:00Z,2008,Yes
1330,65,61,1954,12,Female,35187 West Lane,34.4,-119.72,33097,35404,30887,575,3,Retired,60+,0.8724155462659586,6045,Mastercard,Debit,5471442279898272,02/2021,537,NO,1,21820,2011-12-01T00:00:00Z,2011,Yes
1330,65,61,1954,12,Female,35187 West Lane,34.4,-119.72,33097,35404,30887,575,3,Retired,60+,0.8724155462659586,4579,Mastercard,Debit,5728056480439167,06/2024,992,YES,2,14448,2005-09-01T00:00:00Z,2011,Yes
790,34,65,1985,3,Female,480 Ocean View Boulevard,32.9,-116.89,22740,46361,69620,743,2,Not Retired,31-45,1.501693233536809,5123,Mastercard,Debit,5112985372677713,08/2022,62,YES,2,19038,2008-10-01T00:00:00Z,2010,Yes
790,34,65,1985,3,Female,480 Ocean View Boulevard,32.9,-116.89,22740,46361,69620,743,2,Not Retired,31-45,1.501693233536809,3350,Mastercard,Debit,5422967140573110,03/2012,803,YES,1,23632,2007-06-01T00:00:00Z,2009,Yes
552,54,66,1965,4,Male,1416 Bayview Avenue,29.67,-82.33,25767,52538,132409,602,1,Not Retired,46-60,2.520252008070349,3275,Mastercard,Debit,5115906061769120,12/2022,219,YES,2,18627,2004-06-01T00:00:00Z,2010,Yes
139,73,65,1947,1,Female,835 Main Street,40.64,-73.94,19652,31317,4591,687,4,Retired,60+,0.14659769454290003,3641,Mastercard,Debit (Prepaid),5027092702312429,08/2021,52,YES,1,86,2019-06-01T00:00:00Z,2019,No
139,73,65,1947,1,Female,835 Main Street,40.64,-73.94,19652,31317,4591,687,4,Retired,60+,0.14659769454290003,5705,Visa,Debit,4940574343090024,12/2014,702,YES,1,18944,2014-11-01T00:00:00Z,2014,Yes
139,73,65,1947,1,Female,835 Main Street,40.64,-73.94,19652,31317,4591,687,4,Retired,60+,0.14659769454290003,87,Visa,Debit,4276460060200386,08/2022,264,YES,1,20962,2005-01-01T00:00:00Z,2011,Yes
139,73,65,1947,1,Female,835 Main Street,40.64,-73.94,19652,31317,4591,687,4,Retired,60+,0.14659769454290003,3276,Mastercard,Debit (Prepaid),5271307942784936,02/2016,888,YES,1,86,2004-06-01T00:00:00Z,2006,Yes
1280,28,66,1991,10,Male,7933 Plum Lane,34.06,-117.79,16025,32676,88515,641,1,Not Retired,18-30,2.7088688946015425,6104,Amex,Credit,360424769741306,10/2021,352,NO,2,6000,2015-12-01T00:00:00Z,2015,Yes
883,33,60,1987,2,Male,6174 East Street,45.53,-122.6,26647,54333,103224,584,1,Not Retired,31-45,1.8998398763182596,3604,Amex,Credit,364278996069965,02/2020,191,YES,1,12500,2016-06-01T00:00:00Z,2016,Yes
359,66,61,1953,7,Male,338 Littlewood Street,33.94,-83.99,24252,57383,20725,799,4,Retired,60+,0.36116968440130354,5302,Amex,Credit,364647060276955,04/2020,223,YES,1,17200,2015-10-01T00:00:00Z,2015,Yes
359,66,61,1953,7,Male,338 Littlewood Street,33.94,-83.99,24252,57383,20725,799,4,Retired,60+,0.36116968440130354,2331,Mastercard,Debit,5012576433104478,01/2015,411,YES,1,31163,2014-03-01T00:00:00Z,2014,Yes
359,66,61,1953,7,Male,338 Littlewood Street,33.94,-83.99,24252,57383,20725,799,4,Retired,60+,0.36116968440130354,3567,Mastercard,Debit (Prepaid),5317204750431758,05/2024,412,YES,1,59,2013-06-01T00:00:00Z,2013,Yes
359,66,61,1953,7,Male,338 Littlewood Street,33.94,-83.99,24252,57383,20725,799,4,Retired,60+,0.36116968440130354,2489,Mastercard,Credit,5757079020713035,06/2024,544,NO,1,13500,2005-04-01T00:00:00Z,2009,Yes
1921,44,65,1975,3,Male,704 Third Avenue,34.12,-83.22,15726,32064,9833,709,3,Not Retired,31-45,0.3066679141716567,3024,Visa,Credit,4297525095541797,05/2022,49,YES,2,8900,2009-05-01T00:00:00Z,2010,Yes
1921,44,65,1975,3,Male,704 Third Avenue,34.12,-83.22,15726,32064,9833,709,3,Not Retired,31-45,0.3066679141716567,3810,Mastercard,Credit,5454401798231056,12/2024,360,YES,1,2900,2007-07-01T00:00:00Z,2012,Yes
1921,44,65,1975,3,Male,704 Third Avenue,34.12,-83.22,15726,32064,9833,709,3,Not Retired,31-45,0.3066679141716567,1181,Mastercard,Debit (Prepaid),5403639313421706,04/2020,283,YES,2,89,2009-02-01T00:00:00Z,2009,Yes
651,53,66,1966,5,Female,810 Summit Lane,38.56,-76.07,16852,34361,41375,643,1,Not Retired,46-60,1.2041267716306276,5137,Visa,Credit,4578235631297148,09/2023,285,YES,2,5200,2008-10-01T00:00:00Z,2009,Yes
557,59,54,1960,9,Male,350 Jefferson Boulevard,33.97,-118.35,18476,28245,13411,669,1,Retired,46-60,0.4748097008320057,5570,Mastercard,Debit,5755010791716629,04/2022,497,YES,2,6090,2009-11-01T00:00:00Z,2011,Yes
1071,26,69,1993,3,Male,4693 Essex Street,44.07,-103.23,18816,38363,63974,838,3,Not Retired,18-30,1.667596381930506,338,Visa,Debit,4177638630189991,11/2020,393,YES,1,31072,2014-01-01T00:00:00Z,2014,Yes
1071,26,69,1993,3,Male,4693 Essex Street,44.07,-103.23,18816,38363,63974,838,3,Not Retired,18-30,1.667596381930506,1420,Amex,Credit,326436217704163,06/2023,879,YES,2,11200,2020-02-01T00:00:00Z,2020,No
1071,26,69,1993,3,Male,4693 Essex Street,44.07,-103.23,18816,38363,63974,838,3,Not Retired,18-30,1.667596381930506,1662,Mastercard,Debit (Prepaid),5799877051065572,02/2020,466,YES,1,38,2020-02-01T00:00:00Z,2020,No
1175,93,69,1926,9,Male,748 Martin Luther King Street,40.84,-73.87,12475,10782,346,770,7,Retired,60+,0.03209052123910221,74,Mastercard,Debit,5479439443272548,11/2010,248,YES,2,10670,2005-01-01T00:00:00Z,2009,Yes
1175,93,69,1926,9,Male,748 Martin Luther King Street,40.84,-73.87,12475,10782,346,770,7,Retired,60+,0.03209052123910221,5067,Visa,Credit,4503231152263501,02/2024,728,YES,2,5900,2006-10-01T00:00:00Z,2014,Yes
1175,93,69,1926,9,Male,748 Martin Luther King Street,40.84,-73.87,12475,10782,346,770,7,Retired,60+,0.03209052123910221,4904,Amex,Credit,354026281245694,09/2017,67,YES,2,7600,2017-09-01T00:00:00Z,2017,Yes
1175,93,69,1926,9,Male,748 Martin Luther King Street,40.84,-73.87,12475,10782,346,770,7,Retired,60+,0.03209052123910221,5341,Mastercard,Debit (Prepaid),5117972120762088,05/2022,969,YES,1,95,2019-10-01T00:00:00Z,2019,No
1175,93,69,1926,9,Male,748 Martin Luther King Street,40.84,-73.87,12475,10782,346,770,7,Retired,60+,0.03209052123910221,2132,Visa,Credit,4909834750137607,04/2023,264,NO,1,5100,2006-03-01T00:00:00Z,2006,Yes
1175,93,69,1926,9,Male,748 Martin Luther King Street,40.84,-73.87,12475,10782,346,770,7,Retired,60+,0.03209052123910221,4627,Visa,Debit,4708121064103290,12/2020,26,YES,1,1753,2006-09-01T00:00:00Z,2012,Yes
1175,93,69,1926,9,Male,748 Martin Luther King Street,40.84,-73.87,12475,10782,346,770,7,Retired,60+,0.03209052123910221,116,Visa,Debit,4887547650218596,03/2024,281,YES,2,8427,2006-01-01T00:00:00Z,2014,Yes
1936,86,68,1933,7,Female,406 El Camino Boulevard,44.4,-73,26951,35685,1135,714,5,Retired,60+,0.03180608098640886,5914,Visa,Debit,4653215018449189,09/2014,624,YES,1,27006,2007-12-01T00:00:00Z,2007,Yes
1936,86,68,1933,7,Female,406 El Camino Boulevard,44.4,-73,26951,35685,1135,714,5,Retired,60+,0.03180608098640886,3006,Mastercard,Debit,5454198029567960,08/2023,161,YES,1,34348,2009-05-01T00:00:00Z,2010,Yes
1936,86,68,1933,7,Female,406 El Camino Boulevard,44.4,-73,26951,35685,1135,714,5,Retired,60+,0.03180608098640886,5531,Mastercard,Debit,5278876115993600,12/2008,948,YES,1,25659,2008-11-01T00:00:00Z,2011,Yes
1936,86,68,1933,7,Female,406 El Camino Boulevard,44.4,-73,26951,35685,1135,714,5,Retired,60+,0.03180608098640886,2264,Visa,Credit,4844646610537453,08/2020,174,YES,2,14500,2010-03-01T00:00:00Z,2010,Yes
1936,86,68,1933,7,Female,406 El Camino Boulevard,44.4,-73,26951,35685,1135,714,5,Retired,60+,0.03180608098640886,5551,Visa,Credit,4343987004496524,09/2024,81,YES,1,16400,2008-11-01T00:00:00Z,2008,Yes
182,49,70,1971,2,Female,916 Birch Drive,26.14,-81.79,25006,50984,65126,616,2,Not Retired,46-60,1.2773811391809196,3825,Visa,Debit,4166845388863489,09/2020,285,YES,2,9418,2007-07-01T00:00:00Z,2007,Yes
